# seeded random scenario -- seed=42, count=500, speed=[120,240]
# world x[0,2500) y[0,1500) z[-500,500)  -- MUST match the controller's WORLD_MIN/MAX
# id, x, y, z, vx, vy, vz, pitch
1,1862.3732790908934,950.20520715076429,242.05939271810553,15.887939893326859,-86.487755959064174,-141.7763253033223,0
2,79.718650716835498,784.13604812304948,177.86043525359867,-130.78902638632402,178.28760476696439,74.983024841783291,0
3,1857.724425193343,676.4391490767988,-435.06910327585189,-36.115504588246978,-169.44306904560551,10.104913206315979,0
4,1905.2451779519099,206.42605142659352,235.35888776925458,-117.65036330829909,148.75236617983103,-104.46046256732544,0
5,154.44195845830581,1363.5875891630858,233.90270066838832,-110.90900788177852,-46.009606111521528,132.29869555782142,0
6,558.0599477980212,904.34119417997692,-6.6471540975719563,-128.65890302459121,91.161617925910804,-63.311991441997826,0
7,1092.8426935744887,161.91933274913927,-408.729495503198,-13.3573964933813,190.35712552500488,14.729561076959859,0
8,1535.6947306018822,860.59801204665621,346.81627313562399,-1.5964684435452245,178.50601334857114,-13.386771707238633,0
9,1117.0613440048985,476.4406556632095,-194.83134384450716,-188.94656238400447,31.869801287035855,-64.957798191906079,0
10,1799.8295271873324,967.03201474428874,303.60791779361853,134.13377725952517,78.807905133557668,148.77857790401859,0
11,1016.1407891767801,1378.7248183641277,-146.14713948850641,65.088639406714776,-54.813025343271818,-106.91163040531109,0
12,1549.1990016021825,883.51972139404222,20.747385381026163,143.3023147312542,-77.327365362543432,19.80669501404272,0
13,1814.8120596874803,910.9309167844109,-100.31015786666404,50.677963029806392,91.051577112861224,85.610482754078333,0
14,1940.0366560567663,368.035162776204,-391.26135039842177,-112.58785469699791,-5.1407746460360482,71.689530884812513,0
15,1711.8537747147739,213.20428243526243,211.33041288346203,-151.0588622413654,109.88195605321644,99.813422633031507,0
16,1630.9444984200852,1302.0858799350653,-416.98175421695373,-44.107752072554199,-125.16361537502115,-106.21183325854625,0
17,435.38662437822001,1256.470023897735,-13.572558002807796,150.06374518495687,-98.399144532416997,-135.92285932837748,0
18,1950.6987263976298,1330.7049063331531,340.70072969830198,-9.5287784315570434,-64.271403400133636,146.14171396489306,0
19,906.29288475666851,1044.2692841036558,-155.09624578376713,-109.68884594718278,79.167553405715978,-99.716740485574164,0
20,910.19501203434731,774.12026992399217,164.73621041025956,23.296492838244362,1.4437320854338804,181.23991788199811,0
21,1003.5276635952072,1170.0648989569929,-299.89154691359204,58.534384759611982,-161.45832337993565,-7.2366638521526596,0
